time [days], distance [m]
23.2097, 313.3832 
23.2102, 385.5490 
23.2110, 390.5086 
23.2114, 270.6622 
23.2117, 273.5343 
23.2119, 267.9179 
23.2123, 340.4776 
23.2126, 367.1035 
23.2129, 211.0213 
23.2136, 357.2464 
23.2141, 658.4740 
23.2144, 336.1443 
23.2152, 336.4075 
23.2157, 355.7879 
23.2165, 377.7009 
23.2169, 122.6744 
23.2183, 588.5618 
23.2208, 298.3991 
23.2210, 342.4734 
23.2214, 506.4247 
23.2221, 374.1778 
23.2225, 416.0625 
23.2230, 151.6443 
23.2241, 369.6106 
23.2268, 291.3589 
23.2292, 350.3213 
23.2294, 589.2750 
23.2296, 610.0295 
23.2301, 294.7830 
23.2312, 212.6147 
23.2315, 1050.6093 
23.2320, 260.4093 
23.2345, 339.3656 
23.2347, 334.5639 
23.2350, 179.0112 
23.2354, 502.3644 
23.2358, 174.0402 
23.2370, 556.8779 
23.2374, 954.1934 
23.2377, 516.3419 
23.2387, 504.5870 
23.2394, 96.4624 
23.2397, 507.5007 
23.2401, 342.3741 
23.2402, 499.9170 
23.2411, 281.3006 
23.2414, 282.8427 
23.2416, 268.2872 
23.2419, 35.0571 
23.2421, 259.3260 
23.2423, 355.9241 
23.2425, 265.4242 
23.2428, 978.0312 
23.2432, 504.6048 
23.2435, 1031.6710 
23.2445, 373.1622 
23.2448, 487.0164 
23.2456, 292.2499 
23.2459, 413.0048 
23.2460, 339.9118 
23.2462, 378.8034 
23.2463, 379.2585 
23.2465, 382.8838 
23.2466, 350.8518 
23.2468, 361.6435 
23.2470, 243.0226 
23.2477, 232.8132 
23.2479, 988.4194 
23.2483, 298.3236 
23.2501, 592.8659 
23.2516, 332.6409 
23.2517, 306.2319 
23.2526, 361.2215 
23.2530, 525.3808 
23.2533, 527.0000 
23.2536, 430.5729 
23.2542, 149.1643 
23.2547, 480.4175 
23.2554, 243.0329 
23.2556, 467.2387 
23.2560, 210.8673 
23.2565, 570.7697 
23.2566, 344.6230 
23.2569, 337.9601 
23.2574, 286.2481 
23.2585, 512.8314 
23.2592, 185.6475 
23.2595, 217.7062 
23.2598, 210.1904 
23.2612, 188.0877 
23.2633, 626.5469 
23.2635, 373.0643 
23.2637, 425.2540 
23.2639, 515.6404 
23.2643, 203.9314 
23.2662, 501.4230 
23.2667, 558.1442 
23.2678, 918.0659 
23.2692, 124.8079 
23.2694, 338.2898 
23.2697, 597.9473 
23.2716, 77.3692 
23.2718, 87.8180 
23.2720, 211.1161 
23.2723, 392.4755 
23.2727, 188.4038 
23.2749, 171.1286 
23.2754, 81.8596 
23.2789, 428.4215 
23.2797, 421.7155 
23.2800, 343.7586 
23.2806, 481.2411 
23.2811, 371.9852 
23.2823, 398.9436 
23.2827, 160.8540 
23.2862, 177.1158 
23.2890, 196.4306 
23.2896, 333.1501 
23.2902, 667.9536 
23.2909, 479.7677 
23.2910, 225.6103 
23.2929, 427.9836 
23.2936, 137.7861 
23.2943, 164.9151 
23.2947, 154.1752 
23.2958, 361.0125 
23.2960, 368.4020 
23.2962, 428.1332 
23.2964, 380.5798 
23.2968, 88.3912 
23.2970, 293.8741 
23.2973, 924.7324 
23.2983, 395.3037 
23.2993, 142.9475 
23.3001, 915.1612 
23.3013, 677.7263 
23.3014, 883.3510 
23.3016, 885.7116 
23.3017, 801.9090 
23.3025, 483.1408 
23.3030, 351.0499 
23.3031, 407.1769 
23.3035, 966.1641 
23.3047, 633.6955 
23.3052, 372.3775 
23.3054, 339.8485 
23.3056, 103.1601 
23.3070, 364.3858 
23.3075, 183.1748 
23.3084, 377.1962 
23.3086, 333.0961 
23.3096, 904.2621 
23.3103, 364.8369 
23.3108, 807.1505 
23.3109, 369.0637 
23.3126, 363.4185 
23.3129, 196.7054 
23.3145, 184.0000 
23.3153, 163.0276 
23.3157, 380.5693 
23.3166, 331.1676 
23.3170, 424.0189 
23.3180, 411.2724 
23.3183, 438.6171 
23.3192, 209.4230 
23.3197, 308.6001 
23.3207, 297.0606 
23.3211, 171.9186 
23.3220, 124.2779 
23.3222, 307.8262 
23.3228, 539.3199 
23.3230, 315.3300 
23.3233, 430.1163 
23.3248, 993.8742 
23.3264, 94.3716 
23.3266, 110.6436 
23.3267, 587.0741 
23.3271, 393.7220 
23.3272, 90.3383 
23.3277, 325.2353 
23.3282, 462.2218 
23.3287, 470.4859 
23.3291, 356.7100 
23.3293, 430.2581 
23.3300, 359.3397 
23.3309, 92.1954 
23.3311, 114.2366 
23.3316, 495.2979 
23.3321, 324.4226 
23.3335, 138.2317 
23.3338, 81.2712 
23.3340, 108.7842 
23.3349, 215.3718 
23.3357, 565.8525 
23.3367, 515.1970 
23.3372, 451.4432 
23.3375, 507.8779 
23.3376, 512.4578 
23.3381, 457.6899 
23.3382, 378.6133 
23.3383, 333.6645 
23.3386, 368.9119 
23.3390, 512.4110 
23.3391, 480.4040 
23.3394, 495.3675 
23.3396, 508.0955 
23.3407, 415.1783 
23.3413, 126.2101 
23.3416, 548.3402 
23.3424, 226.9736 
23.3425, 622.6725 
23.3430, 53.2353 
23.3431, 362.5714 
23.3434, 601.0433 
23.3436, 516.7688 
23.3438, 533.4642 
23.3445, 563.0142 
23.3451, 187.8643 
23.3454, 655.2099 
23.3457, 309.2733 
23.3458, 398.0013 
23.3460, 211.2179 
23.3462, 129.1898 
23.3468, 357.7401 
23.3469, 477.4484 
23.3471, 385.9145 
23.3474, 120.2165 
23.3477, 104.2353 
23.3483, 283.0442 
23.3485, 147.2719 
23.3489, 246.5948 
23.3495, 647.3801 
23.3503, 472.7082 
23.3506, 725.7692 
23.3508, 710.4097 
23.3509, 347.3111 
23.3511, 519.5700 
23.3517, 342.1418 
23.3523, 407.1855 
23.3528, 536.0905 
23.3534, 870.1086 
23.3550, 486.2962 
23.3560, 598.8330 
23.3561, 626.6418 
23.3574, 323.6310 
23.3580, 526.8263 
23.3585, 618.0518 
23.3586, 177.8595 
23.3588, 634.4667 
23.3592, 610.0631 
23.3593, 582.3444 
23.3610, 144.3087 
23.3612, 201.0696 
23.3615, 174.1522 
23.3617, 702.7012 
23.3621, 144.4022 
23.3622, 162.1142 
23.3624, 199.7523 
23.3628, 325.0246 
23.3630, 513.0400 
23.3633, 227.3785 
23.3639, 265.4091 
23.3645, 230.3606 
23.3646, 312.8082 
23.3648, 239.5767 
23.3649, 274.3447 
23.3652, 434.2465 
23.3655, 389.2788 
23.3656, 291.1391 
23.3658, 323.7978 
23.3666, 348.7607 
23.3667, 327.2996 
23.3681, 238.5309 
23.3684, 284.0440 
23.3686, 565.7031 
23.3688, 319.1316 
23.3693, 567.3315 
23.3719, 67.2681 
23.3727, 349.4124 
23.3736, 216.4532 
23.3752, 646.9776 
23.3754, 311.8525 
23.3765, 610.8781 
23.3772, 638.0165 
23.3774, 153.1698 
23.3778, 795.8775 
23.3783, 83.0060 
23.3796, 675.9268 
23.3798, 192.3148 
23.3804, 355.8033 
23.3809, 391.8469 
23.3813, 1013.3213 
23.3816, 136.8832 
23.3820, 167.0030 
23.3823, 320.9751 
23.3826, 462.5019 
23.3834, 548.8397 
23.3836, 137.5354 
23.3845, 496.3839 
23.3863, 811.9865 
23.3884, 473.5652 
23.3887, 58.4209 
23.3892, 352.6727 
23.3894, 862.0812 
23.3897, 325.1292 
23.3909, 371.4862 
23.3913, 102.2399 
23.3920, 526.9421 
23.3923, 355.0056 
23.3925, 41.2311 
23.3927, 379.4852 
23.3929, 397.7235 
23.3931, 199.6121 
23.3932, 390.8069 
23.3936, 433.1836 
23.3939, 570.6461 
23.3953, 528.2887 
23.3957, 371.4674 
23.3970, 352.6953 
23.4003, 198.0909 
23.4005, 406.6362 
23.4012, 135.8234 
23.4045, 121.7087 
23.4048, 411.5264 
23.4050, 466.1813 
23.4057, 495.3080 
23.4060, 445.6692 
23.4068, 780.0160 
23.4072, 357.3150 
23.4091, 352.1378 
23.4105, 505.0347 
23.4106, 445.0000 
23.4124, 465.2322 
23.4132, 200.4495 
23.4137, 331.7137 
23.4140, 165.3663 
23.4142, 486.2849 
23.4146, 337.8816 
23.4150, 315.1285 
23.4162, 166.8113 
23.4172, 610.4703 
23.4187, 200.1250 
23.4190, 35.7351 
23.4192, 188.2790 
23.4194, 361.2603 
23.4211, 514.9650 
23.4229, 215.1279 
23.4248, 276.4869 
23.4250, 208.1946 
23.4255, 1099.1924 
23.4256, 253.6218 
23.4262, 271.1844 
23.4272, 436.6601 
23.4283, 512.1377 
23.4287, 589.8356 
23.4292, 302.7028 
23.4294, 205.2340 
23.4300, 356.4001 
23.4311, 458.2456 
23.4322, 230.1847 
23.4334, 225.5039 
23.4339, 539.2374 
23.4342, 283.1060 
23.4348, 273.1300 
23.4358, 89.2749 
23.4360, 658.5385 
23.4363, 496.1008 
23.4364, 492.4754 
23.4367, 301.5377 
23.4372, 316.9874 
23.4373, 551.4943 
23.4384, 214.0327 
23.4404, 451.7842 
23.4410, 433.6323 
23.4412, 193.8298 
23.4421, 262.1221 
23.4427, 605.9249 
23.4430, 161.4466 
23.4437, 355.0127 
23.4442, 536.1129 
23.4451, 94.0213 
23.4460, 441.6616 
23.4462, 162.4962 
23.4476, 143.1782 
23.4478, 166.3731 
23.4492, 315.9399 
23.4496, 859.5377 
23.4508, 225.8694 
23.4509, 789.8671 
23.4513, 305.7908 
23.4545, 476.2688 
23.4549, 241.5885 
23.4555, 250.3198 
23.4572, 78.0000 
23.4584, 377.1273 
23.4587, 791.6521 
23.4589, 267.5687 
23.4601, 334.9030 
23.4636, 354.5716 
23.4640, 134.6180 
23.4642, 170.2381 
23.4676, 180.1610 
23.4680, 196.7740 
23.4685, 147.5669 
23.4688, 106.3203 
23.4690, 187.9707 
23.4692, 213.3354 
23.4695, 132.0189 
23.4697, 192.6266 
23.4699, 156.1698 
23.4702, 120.4201 
23.4706, 121.6553 
23.4709, 72.0069 
23.4717, 748.7015 
23.4718, 765.1176 
23.4728, 210.8009 
23.4743, 453.3751 
23.4746, 310.2725 
23.4752, 453.3983 
23.4754, 217.4511 
23.4756, 332.2168 
23.4767, 861.1881 
23.4770, 213.5814 
23.4775, 309.6579 
23.4777, 332.2168 
23.4787, 511.9473 
23.4809, 921.6605 
23.4826, 877.5973 
23.4830, 420.2404 
23.4833, 386.4777 
23.4840, 831.0211 
23.4842, 908.8245 
23.4861, 980.2694 
23.4867, 107.3359 
23.4883, 316.3700 
23.4888, 302.8993 
23.4890, 411.5884 
23.4892, 231.2618 
23.4895, 396.6913 
23.4917, 316.0965 
23.4920, 505.5621 
23.4979, 322.0637 
23.4983, 309.8548 
23.4984, 1092.1561 
23.4986, 1069.4485 
23.4989, 1116.2482 
23.4993, 896.9727 
23.5007, 1050.9391 
23.5015, 952.2489 
23.5016, 859.1583 
23.5024, 827.4890 
23.5027, 810.0154 
23.5038, 375.1813 
23.5042, 881.0108 
23.5048, 909.7362 
23.5054, 443.4636 
23.5056, 519.9779 
23.5059, 650.6282 
23.5063, 475.2284 
23.5066, 520.4998 
23.5073, 1055.6292 
23.5076, 845.2414 
23.5078, 282.9311 
23.5086, 238.4722 
23.5090, 149.2012 
23.5104, 312.1170 
23.5106, 298.0067 
23.5109, 97.9490 
23.5114, 460.0011 
23.5122, 264.7754 
23.5126, 282.8003 
23.5131, 427.3979 
23.5134, 458.7854 
23.5139, 333.9236 
23.5143, 250.5674 
23.5145, 393.4184 
23.5173, 879.0563 
23.5206, 103.8123 
23.5208, 1106.4149 
23.5225, 278.5678 
23.5230, 263.0988 
23.5247, 934.6325 
23.5248, 555.1522 
23.5250, 531.0461 
23.5256, 643.4415 
23.5266, 572.3155 
23.5272, 420.1952 
23.5274, 291.3486 
23.5280, 315.3490 
23.5330, 375.1973 
23.5331, 414.3151 
23.5334, 288.5308 
23.5337, 270.1296 
23.5340, 394.9646 
23.5345, 240.2020 
23.5353, 352.9533 
23.5363, 256.5326 
23.5365, 287.1794 
23.5367, 444.4435 
23.5378, 630.6925 
23.5388, 418.3061 
23.5392, 412.6560 
23.5400, 197.6765 
23.5405, 820.0000 
23.5417, 267.7984 
23.5419, 307.8474 
23.5427, 262.1908 
23.5428, 286.2516 
23.5430, 342.3580 
23.5432, 757.3058 
23.5439, 241.5988 
23.5443, 222.7667 
23.5445, 269.3139 
23.5447, 250.5394 
23.5465, 301.0399 
23.5467, 222.0090 
23.5469, 266.8333 
23.5473, 326.7247 
23.5475, 218.9795 
23.5479, 506.4632 
23.5484, 459.1525 
23.5487, 457.6298 
23.5491, 299.2557 
23.5494, 836.9450 
23.5496, 911.5421 
23.5497, 834.8245 
23.5503, 801.0056 
23.5504, 309.7644 
23.5506, 788.5385 
23.5517, 46.4866 
23.5519, 273.6512 
23.5524, 260.2499 
23.5526, 207.2390 
23.5527, 267.5070 
23.5530, 1078.6218 
23.5536, 266.6608 
23.5538, 29.0689 
23.5541, 1064.2354 
23.5546, 428.5149 
23.5551, 461.0792 
23.5553, 345.8092 
23.5557, 432.2453 
23.5560, 508.2401 
23.5562, 363.5946 
23.5564, 423.2493 
23.5566, 472.7050 
23.5568, 399.0050 
23.5582, 188.0665 
23.5596, 768.7191 
23.5612, 411.6552 
23.5620, 376.2047 
23.5629, 384.2408 
23.5662, 781.8568 
23.5670, 1082.9317 
23.5672, 174.2441 
23.5675, 452.3826 
23.5685, 831.6953 
23.5687, 140.2284 
23.5691, 162.4962 
23.5700, 261.9389 
23.5705, 365.7786 
23.5715, 326.2177 
23.5721, 356.0056 
23.5722, 256.4995 
23.5730, 1059.2497 
23.5747, 988.4660 
23.5748, 957.0084 
23.5757, 767.9193 
23.5764, 746.0630 
23.5766, 688.4010 
23.5767, 796.2468 
23.5768, 770.0396 
23.5776, 763.4167 
23.5778, 754.1465 
23.5780, 311.6617 
23.5783, 332.5327 
23.5800, 460.3705 
23.5805, 765.5593 
23.5807, 727.6407 
23.5808, 743.8615 
23.5815, 459.1786 
23.5816, 872.5852 
23.5817, 664.6390 
23.5819, 635.8144 
23.5822, 628.0701 
23.5824, 573.7813 
23.5825, 471.0807 
23.5826, 598.9733 
23.5829, 617.0008 
23.5833, 425.9601 
23.5836, 615.8003 
23.5853, 406.4837 
23.5858, 399.3845 
23.5865, 678.1453 
23.5867, 365.6364 
23.5868, 589.8101 
23.5871, 667.2811 
23.5874, 395.4795 
23.5881, 708.2147 
23.5883, 661.3751 
23.5884, 570.6531 
23.5896, 711.4000 
23.5899, 817.7072 
23.5905, 430.8898 
23.5908, 1061.7669 
23.5910, 1101.9374 
23.5916, 245.2835 
23.5951, 326.0567 
23.5978, 367.3146 
23.5987, 368.9173 
23.5997, 370.4754 
23.6013, 354.4644 
23.6028, 312.1939 
23.6045, 291.3863 
23.6047, 470.9565 
23.6054, 443.7082 
23.6071, 460.4628 
23.6081, 117.6435 
23.6117, 480.1677 
23.6130, 356.5235 
23.6133, 393.3675 
23.6145, 1026.7434 
23.6158, 287.3917 
23.6194, 94.4140 
23.6201, 116.7262 
23.6203, 510.3812 
23.6209, 480.3551 
23.6212, 522.7791 
23.6214, 499.8560 
23.6216, 493.7904 
23.6218, 470.4551 
23.6227, 243.9529 
23.6230, 412.2875 
23.6234, 512.6568 
23.6236, 432.0567 
23.6246, 506.8590 
23.6247, 506.7938 
23.6261, 143.3771 
23.6289, 290.5478 
23.6295, 430.0047 
23.6299, 472.3410 
23.6300, 527.2589 
23.6314, 497.4626 
23.6327, 341.2038 
23.6342, 413.2324 
23.6369, 495.5815 
23.6405, 489.8377 
23.6407, 163.0859 
23.6409, 420.8230 
23.6413, 441.2913 
23.6416, 471.9746 
23.6419, 410.4875 
23.6422, 406.5329 
23.6425, 378.6516 
23.6427, 367.8002 
23.6428, 291.0842 
23.6463, 116.7262 
23.6471, 813.2712 
23.6484, 517.7074 
23.6486, 336.6096 
23.6505, 499.5558 
23.6530, 455.6424 
23.6560, 438.4883 
23.6563, 554.4159 
23.6566, 274.9727 
23.6589, 296.8046 
23.6593, 530.8747 
23.6598, 314.6713 
23.6609, 708.5937 
23.6615, 676.4887 
23.6620, 750.2353 
23.6622, 814.3838 
23.6623, 750.2353 
23.6631, 665.7875 
23.6637, 1024.1406 
23.6658, 210.3045 
23.6670, 473.0042 
23.6682, 401.1209 
23.6685, 318.9687 
23.6690, 453.4766 
23.6693, 410.9939 
23.6694, 412.6887 
23.6719, 199.1808 
23.6735, 1114.5694 
23.6761, 473.3709 
23.6765, 421.6278 
23.6798, 508.3562 
23.6810, 804.6092 
23.6822, 787.1620 
23.6834, 414.1739 
23.6841, 247.0729 
23.6848, 527.6410 
23.6867, 883.4778 
23.6869, 805.3446 
23.6880, 207.3958 
23.6933, 244.3809 
23.6936, 191.1675 
23.6941, 303.3842 
23.6947, 439.6112 
23.6959, 172.4181 
23.6973, 544.3978 
23.6975, 561.3600 
23.6981, 179.9806 
23.6987, 601.2021 
23.6989, 777.2734 
23.7023, 487.0154 
23.7038, 846.4632 
23.7097, 377.4824 
23.7109, 347.6665 
23.7129, 729.6300 
23.7132, 348.8624 
23.7138, 323.4471 
23.7140, 227.1079 
23.7142, 235.1042 
23.7157, 754.7185 
23.7167, 748.0775 
23.7172, 469.7765 
23.7184, 349.0000 
23.7201, 288.1892 
23.7209, 499.3245 
23.7225, 742.2432 
23.7233, 133.9589 
23.7235, 194.8333 
23.7237, 633.9369 
23.7239, 346.7059 
23.7241, 257.5267 
23.7244, 779.8218 
23.7245, 244.1004 
23.7250, 92.1954 
23.7251, 750.2666 
23.7256, 975.8202 
23.7258, 565.1566 
23.7260, 488.7740 
23.7264, 713.8074 
23.7266, 53.0754 
23.7284, 238.5498 
23.7288, 74.2159 
23.7291, 494.2429 
23.7300, 43.8406 
23.7302, 65.8027 
23.7305, 65.1920 
23.7308, 68.5930 
23.7310, 626.9290 
23.7313, 571.3580 
23.7314, 49.2544 
23.7325, 92.0054 
23.7331, 96.0469 
23.7344, 76.6877 
23.7345, 63.1981 
23.7351, 103.7545 
23.7355, 44.2832 
23.7359, 135.9485 
23.7367, 36.6197 
23.7370, 107.5174 
23.7383, 377.3592 
23.7391, 227.2664 
23.7403, 319.1316 
23.7407, 696.9146 
23.7413, 1025.3000 
23.7421, 434.1659 
23.7425, 422.2381 
23.7433, 434.6504 
23.7439, 654.0474 
23.7440, 663.1629 
23.7442, 671.3606 
23.7448, 319.9203 
23.7455, 443.0406 
23.7458, 81.9390 
23.7465, 31.7805 
23.7466, 531.1356 
23.7483, 93.2309 
23.7486, 158.2308 
23.7488, 529.1049 
23.7492, 134.0336 
23.7497, 128.4251 
23.7502, 765.3104 
23.7504, 850.2100 
23.7512, 94.8314 
23.7520, 794.0233 
23.7524, 611.9256 
23.7541, 113.2166 
23.7547, 730.9289 
23.7567, 972.4325 
23.7572, 262.5148 
23.7580, 1034.0832 
23.7585, 314.8412 
23.7593, 506.2539 
23.7595, 485.2731 
23.7599, 532.1889 
23.7603, 394.5339 
23.7605, 439.1719 
23.7614, 884.7700 
23.7615, 926.9844 
23.7619, 974.3942 
23.7620, 817.0098 
23.7642, 898.4949 
23.7643, 454.6570 
23.7648, 985.8296 
23.7653, 427.9311 
23.7655, 384.1692 
23.7665, 763.8272 
23.7675, 924.8227 
23.7681, 626.1350 
23.7683, 936.0924 
23.7685, 376.1755 
23.7686, 974.6312 
23.7691, 520.6707 
23.7695, 575.9800 
23.7698, 508.3513 
23.7700, 812.0499 
23.7704, 1022.1908 
23.7709, 193.6931 
23.7714, 765.2934 
23.7724, 498.9639 
23.7733, 927.0685 
23.7739, 618.7770 
23.7756, 588.2329 
23.7757, 70.3420 
23.7760, 558.6931 
23.7765, 554.5394 
23.7767, 904.7099 
23.7772, 566.7107 
23.7775, 19.1050 
23.7779, 182.2361 
23.7781, 481.6025 
23.7789, 750.5971 
23.7790, 100.1699 
23.7792, 315.4061 
23.7798, 868.2563 
23.7801, 563.8023 
23.7805, 1033.6639 
23.7810, 994.0246 
23.7812, 995.6164 
23.7814, 907.4321 
23.7816, 303.1336 
23.7821, 1004.9846 
23.7825, 1029.8044 
23.7827, 1089.1327 
23.7830, 1037.3548 
23.7833, 1037.3852 
23.7835, 1094.6895 
23.7838, 994.6261 
23.7841, 536.0345 
23.7846, 406.0899 
23.7850, 112.4455 
23.7851, 252.1924 
23.7859, 374.3180 
23.7860, 240.2769 
23.7870, 536.5231 
23.7878, 354.0056 
23.7882, 183.8396 
23.7884, 357.1456 
23.7886, 359.1894 
23.7889, 572.4273 
23.7905, 584.1233 
23.7906, 721.9100 
23.7914, 619.9976 
23.7922, 332.2544 
23.7925, 501.6872 
23.7931, 576.6472 
23.7933, 422.3091 
23.7936, 618.6219 
23.7938, 904.0354 
23.7941, 967.1034 
23.7942, 982.9532 
23.7946, 676.0067 
23.7955, 1021.0313 
23.7958, 139.4453 
23.7963, 1071.6585 
23.7971, 178.7177 
23.7975, 535.9944 
23.7977, 226.3559 
23.7984, 465.2075 
23.7986, 229.0022 
23.7990, 635.4062 
23.7991, 629.4140 
23.7995, 265.3639 
23.8012, 477.0419 
23.8017, 648.5214 
23.8036, 687.3143 
23.8038, 683.5671 
23.8040, 687.6518 
23.8042, 457.6953 
23.8052, 968.9278 
23.8060, 619.3327 
23.8063, 687.8285 
23.8071, 475.9884 
23.8074, 342.7725 
23.8077, 656.2103 
23.8080, 714.9182 
23.8081, 627.2878 
23.8085, 590.5260 
23.8087, 616.5598 
23.8089, 548.3521 
23.8091, 446.2869 
23.8093, 639.6038 
23.8095, 655.6295 
23.8104, 531.7979 
23.8114, 646.2585 
23.8117, 597.3826 
23.8118, 474.4270 
23.8120, 451.0177 
23.8125, 708.6339 
23.8130, 972.9481 
23.8131, 646.0039 
23.8140, 680.0184 
23.8141, 575.7300 
23.8144, 649.5668 
23.8147, 833.0720 
23.8148, 602.5156 
23.8149, 577.3387 
23.8153, 485.2474 
23.8154, 605.5617 
23.8157, 607.7442 
23.8159, 531.0075 
23.8163, 616.9246 
23.8164, 620.1653 
23.8167, 1016.9253 
23.8169, 608.3231 
23.8171, 1012.5636 
23.8172, 522.8049 
23.8176, 646.5555 
23.8179, 564.3580 
23.8181, 542.4288 
23.8184, 614.2809 
23.8185, 618.9548 
23.8186, 599.6040 
23.8193, 512.6061 
23.8197, 570.8108 
23.8201, 589.0238 
23.8207, 536.5305 
23.8209, 448.3057 
23.8213, 663.1576 
23.8215, 649.8900 
23.8216, 485.7510 
23.8219, 977.7443 
23.8224, 661.1936 
23.8225, 614.9228 
23.8228, 621.8199 
23.8233, 1089.9440 
23.8234, 461.0358 
23.8245, 637.1884 
23.8248, 553.8556 
23.8250, 707.4814 
23.8255, 626.0048 
23.8258, 709.7556 
23.8260, 645.4216 
23.8264, 572.9311 
23.8266, 701.1826 
23.8269, 600.7678 
23.8274, 565.5449 
23.8276, 483.8388 
23.8278, 694.7841 
23.8279, 663.4606 
23.8280, 519.3660 
23.8287, 1016.2308 
23.8289, 600.7678 
23.8294, 507.5047 
23.8304, 589.8347 
23.8314, 1033.9333 
23.8320, 744.6946 
23.8322, 1041.2848 
23.8330, 498.7755 
23.8332, 291.0292 
23.8338, 542.9263 
23.8341, 827.2756 
23.8349, 813.6861 
23.8354, 741.7527 
23.8355, 657.6215 
23.8356, 606.1188 
23.8363, 580.3835 
23.8374, 764.6829 
23.8377, 641.0070 
23.8378, 614.0985 
23.8380, 563.5069 
23.8390, 287.7933 
23.8392, 889.4116 
23.8394, 501.7131 
23.8395, 600.9101 
23.8398, 525.0952 
23.8399, 600.3682 
23.8404, 517.4959 
23.8409, 132.4387 
23.8425, 707.1669 
23.8426, 748.2513 
23.8429, 665.8003 
23.8433, 650.1638 
23.8436, 589.4065 
23.8438, 572.7862 
23.8442, 565.5334 
23.8443, 1145.6199 
23.8446, 1122.5017 
23.8451, 159.6997 
23.8455, 727.6331 
23.8456, 989.8404 
23.8464, 832.6200 
23.8473, 553.7192 
23.8483, 682.5342 
23.8484, 372.8391 
23.8490, 643.2325 
23.8505, 368.8604 
23.8507, 753.4627 
23.8513, 587.0579 
23.8523, 718.2792 
23.8526, 592.4973 
23.8559, 606.7635 
23.8562, 1150.1761 
23.8564, 165.9217 
23.8569, 788.0438 
23.8570, 683.7141 
23.8579, 455.7741 
23.8583, 751.9003 
23.8588, 482.9451 
23.8593, 188.3029 
23.8594, 751.2290 
23.8599, 600.0075 
23.8602, 437.7762 
23.8617, 550.0082 
23.8623, 1131.4142 
23.8629, 778.5230 
23.8631, 547.7299 
23.8641, 686.1319 
23.8643, 722.2638 
23.8645, 381.7918 
23.8646, 338.6872 
23.8654, 536.1203 
23.8659, 527.1907 
23.8662, 606.4751 
23.8665, 648.2669 
23.8667, 595.5250 
23.8669, 333.4861 
23.8672, 343.0525 
23.8676, 1034.7932 
23.8677, 341.0528 
23.8680, 272.5472 
23.8681, 430.7064 
23.8682, 424.4997 
23.8684, 493.0010 
23.8685, 572.8385 
23.8687, 462.0184 
23.8688, 603.4584 
23.8693, 549.6217 
23.8695, 525.5293 
23.8697, 455.0868 
23.8699, 1016.2308 
23.8701, 419.8154 
23.8702, 302.1291 
23.8707, 597.1415 
23.8708, 641.5107 
23.8712, 359.5358 
23.8714, 561.0437 
23.8716, 341.1407 
23.8717, 464.4588 
23.8723, 300.3265 
23.8724, 307.5874 
23.8726, 258.3815 
23.8728, 544.8119 
23.8730, 629.6412 
23.8731, 786.8075 
23.8736, 417.4326 
23.8737, 345.8453 
23.8739, 432.6997 
23.8740, 300.1066 
23.8750, 441.4091 
23.8751, 411.1557 
23.8754, 399.3257 
23.8757, 452.7472 
23.8759, 358.4983 
23.8762, 505.1911 
23.8764, 394.6061 
23.8766, 485.0371 
23.8770, 366.2704 
23.8772, 491.5170 
23.8773, 564.6698 
23.8775, 437.0103 
23.8777, 343.0117 
23.8783, 386.4298 
23.8786, 983.2197 
23.8788, 366.9946 
23.8794, 1002.9915 
23.8795, 476.9455 
23.8797, 289.4426 
23.8800, 243.6144 
23.8803, 570.1096 
23.8807, 245.1306 
23.8809, 1168.8529 
23.8811, 626.5054 
23.8812, 479.8260 
23.8814, 511.4186 
23.8817, 548.0447 
23.8819, 710.1014 
23.8823, 485.0247 
23.8824, 1042.2840 
23.8827, 540.8623 
23.8828, 480.6662 
23.8830, 523.0239 
23.8835, 596.7512 
23.8843, 672.8871 
23.8853, 589.7872 
23.8856, 246.5461 
23.8862, 726.3415 
23.8866, 571.8479 
23.8870, 590.5472 
23.8874, 492.8793 
23.8878, 554.9387 
23.8890, 383.5323 
23.8892, 520.9990 
23.8901, 506.4158 
23.8910, 486.4905 
23.8916, 877.5426 
23.8919, 466.1523 
23.8921, 711.6699 
23.8925, 574.3562 
23.8935, 1159.9108 
23.8937, 665.1992 
23.8942, 481.1195 
23.8944, 692.3121 
23.8947, 461.3296 
23.8950, 624.6487 
23.8956, 160.6113 
23.8958, 152.4533 
23.8966, 179.1201 
23.8968, 657.9514 
23.8970, 543.1031 
23.8984, 1056.4781 
23.8986, 237.6552 
23.8988, 902.0338 
23.9005, 718.0111 
23.9010, 859.9517 
23.9014, 273.4264 
23.9025, 490.7229 
23.9028, 481.1912 
23.9032, 619.9718 
23.9034, 649.1787 
23.9038, 554.3789 
23.9041, 667.6301 
23.9042, 450.8181 
23.9048, 570.7933 
23.9050, 809.4473 
23.9055, 274.6962 
23.9058, 561.4241 
23.9072, 698.4189 
23.9091, 726.1302 
23.9093, 713.7296 
23.9103, 680.4307 
23.9109, 642.6648 
23.9111, 628.3606 
23.9117, 638.6611 
23.9120, 1022.9159 
23.9148, 583.4124 
23.9164, 1066.3208 
23.9177, 440.3237 
23.9182, 373.6482 
23.9183, 326.4751 
23.9193, 469.1290 
23.9207, 696.8020 
23.9208, 701.7706 
23.9211, 824.5684 
23.9223, 524.6951 
23.9231, 615.9586 
23.9233, 684.7087 
